GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,18.06.2021,19.06.2021,20.06.2021,21.06.2021,22.06.2021,23.06.2021,24.06.2021,25.06.2021,26.06.2021,27.06.2021,28.06.2021,29.06.2021,30.06.2021,01.07.2021,02.07.2021,03.07.2021,04.07.2021,05.07.2021,06.07.2021,07.07.2021,08.07.2021,09.07.2021,10.07.2021,11.07.2021,12.07.2021,13.07.2021,14.07.2021,15.07.2021,16.07.2021,17.07.2021,18.07.2021,19.07.2021,20.07.2021,21.07.2021,22.07.2021,23.07.2021,24.07.2021,25.07.2021,26.07.2021,27.07.2021,28.07.2021,29.07.2021,30.07.2021,31.07.2021,01.08.2021,02.08.2021,03.08.2021,04.08.2021,05.08.2021,06.08.2021,07.08.2021,08.08.2021,09.08.2021,10.08.2021,11.08.2021,12.08.2021,13.08.2021,14.08.2021,15.08.2021,16.08.2021,17.08.2021,18.08.2021,19.08.2021,20.08.2021,21.08.2021,22.08.2021,23.08.2021,24.08.2021,25.08.2021,26.08.2021,27.08.2021,28.08.2021,29.08.2021,30.08.2021,31.08.2021,01.09.2021,02.09.2021,03.09.2021,04.09.2021,05.09.2021,06.09.2021,07.09.2021,08.09.2021,09.09.2021,10.09.2021,11.09.2021,12.09.2021,13.09.2021,14.09.2021,15.09.2021,16.09.2021,17.09.2021,18.09.2021,19.09.2021,20.09.2021,21.09.2021,22.09.2021,23.09.2021,24.09.2021,25.09.2021,26.09.2021,27.09.2021,28.09.2021,29.09.2021,30.09.2021,01.10.2021,02.10.2021,03.10.2021,04.10.2021,05.10.2021,06.10.2021,07.10.2021,08.10.2021,09.10.2021,10.10.2021,11.10.2021,12.10.2021,13.10.2021,14.10.2021,15.10.2021,16.10.2021,17.10.2021,18.10.2021,19.10.2021,20.10.2021,21.10.2021,22.10.2021,23.10.2021,24.10.2021,25.10.2021,26.10.2021,27.10.2021,28.10.2021,29.10.2021,30.10.2021,31.10.2021,01.11.2021,02.11.2021,03.11.2021,04.11.2021,05.11.2021,06.11.2021,07.11.2021,current,current_time
Roth,9576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781,32781,06/11/2021 00:00
Weißenburg-Gunzenhausen,9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415,11415,06/11/2021 00:00
Aschaffenburg,9661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Schweinfurt,9662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Würzburg,9663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Aschaffenburg,9671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Bad Kissingen,9672,1802.0,,,,1802.0,1802.0,1802.0,1802.0,1802.0,1802.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,5766.0,6148.0,6148.0,6148.0,6701.0,6701.0,6701.0,6701.0,6701.0,8073.0,8073.0,8073.0,8073.0,8073.0,9920.0,9920.0,9920.0,9920.0,9920.0,9920.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,14212.0,14212.0,14212.0,14212.0,14212.0,15967.0,15967.0,15967.0,15967.0,15967.0,15967.0,15967.0,18665.0,18665.0,19269.0,19269.0,19667.0,19667.0,19667.0,19667.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,27964.0,27964.0,27964.0,28560.0,28560.0,30573.0,30573.0,30573.0,30573.0,30573.0,30573.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969.0,128969,128969,06/11/2021 00:00
Rhön-Grabfeld,9673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913,38913,06/11/2021 00:00
Haßberge,9674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,8808.0,8808.0,8808.0,8808.0,8808.0,8808.0,8808.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,17811.0,17811.0,17811.0,17811.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,22917.0,22917.0,22917.0,22917.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404,24404,06/11/2021 00:00
Kitzingen,9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9642.0,9642.0,9642.0,9642.0,9642.0,9642.0,9642.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,15236.0,15562.0,15562.0,15562.0,16618.0,16618.0,16618.0,17434.0,17434.0,17434.0,18662.0,19086.0,19086.0,22170.0,22434.0,23126.0,23126.0,27176.0,27912.0,27912.0,27912.0,27912.0,27912.0,27912.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647,31647,06/11/2021 00:00
Miltenberg,9676,3100.0,,,,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700,38700,05/11/2021 00:00
Main-Spessart,9677,,,,,,,,,,,,,,,,,,,,,,,,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586,26586,06/11/2021 00:00
